,rank,rank_last_week,weeks_on_list,asterisk,dagger,primary_isbn10,primary_isbn13,publisher,description,price,title,author,contributor,contributor_note,book_image,book_image_width,book_image_height,amazon_product_url,age_group,book_review_link,first_chapter_link,sunday_review_link,article_chapter_link,isbns,buy_links,book_uri,List Name
6,7,0,0,0,0,,9781797161372,Simon & Schuster Audio,"The 30th book in the Stephanie Plum series. Plum tracks a local jeweler’s former security guard and has an overnight stakeout with relatives. Read by Lorelei King and the author. 8 hours, 2 minutes unabridged.",0.0,DIRTY THIRTY,Janet Evanovich,by Janet Evanovich,,https://storage.googleapis.com/du-prd/books/images/9781668003091.jpg,331,500,https://www.amazon.com/dp/1668003090?tag=NYTBSREV-20,,,,,,"[{'isbn10': '1668003090', 'isbn13': '9781668003091'}, {'isbn10': '1668003120', 'isbn13': '9781668003121'}, {'isbn10': '1797161369', 'isbn13': '9781797161365'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/1668003090?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781797161372?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781797161372'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FDIRTY%2BTHIRTY%2FJanet%2BEvanovich%2F9781797161372'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9781797161372'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9781797161372?aff=NYT'}]",nyt://book/358e1847-7b53-54ec-a0d9-3658ee993bf1,Audio Fiction
7,8,0,0,0,0,,9781797156590,Simon & Schuster Audio,"After meeting a woman who shares the same birthday, Alix Summer becomes the subject of her own true crime podcast. Read by Kristin Atherton, Ayesha Antoine, Louise Brealey et al. 10 hours, 13 minutes unabridged.",0.0,NONE OF THIS IS TRUE,Lisa Jewell,by Lisa Jewell,,https://storage.googleapis.com/du-prd/books/images/9781982179007.jpg,329,500,https://www.amazon.com/dp/1982179007?tag=NYTBSREV-20,,,,,,"[{'isbn10': '1982179007', 'isbn13': '9781982179007'}, {'isbn10': '1982179023', 'isbn13': '9781982179021'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/1982179007?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781797156590?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781797156590'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FNONE%2BOF%2BTHIS%2BIS%2BTRUE%2FLisa%2BJewell%2F9781797156590'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9781797156590'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9781797156590?aff=NYT'}]",nyt://book/b2c54f96-7c94-5806-a839-2cb0acfe7b21,Audio Fiction
8,9,0,0,0,0,1549160680,9781549160684,Hachette Audio,"The second book in the 6:20 Man series. Travis Devine investigates the murder of the C.I.A. operative Jenny Silkwell in rural Maine. Read by Zachary Webber, Erin Cottrell, Will Collyer, Erin Bennett and Tiffany Smith. 11 hours, 45 minutes unabridged.",0.0,THE EDGE,David Baldacci,by David Baldacci,,https://storage.googleapis.com/du-prd/books/images/9781549160684.jpg,331,500,https://www.amazon.com/dp/1538719916?tag=NYTBSREV-20,,,,,,"[{'isbn10': '1549160680', 'isbn13': '9781549160684'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/1538719916?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781549160684?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781549160684'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FTHE%2BEDGE%2FDavid%2BBaldacci%2F9781549160684'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9781549160684'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9781549160684?aff=NYT'}]",nyt://book/281e1903-415b-5916-81b4-281b458632a2,Audio Fiction
9,10,0,0,0,0,0593452801,9780593452806,Random House Audio,"The 28th book in the Jack Reacher series. It’s 1992 and Reacher looks into the cause of a string of mysterious deaths. Read by Scott Brick. 9 hours, 14 minutes unabridged.",0.0,THE SECRET,Lee Child and Andrew Child,by Lee Child and Andrew Child,,https://storage.googleapis.com/du-prd/books/images/9781984818584.jpg,331,500,https://www.amazon.com/dp/1984818589?tag=NYTBSREV-20,,,,,,"[{'isbn10': '1984818589', 'isbn13': '9781984818584'}, {'isbn10': '1984818597', 'isbn13': '9781984818591'}, {'isbn10': '0593452801', 'isbn13': '9780593452806'}, {'isbn10': '0593452798', 'isbn13': '9780593452790'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/1984818589?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780593452806?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780593452806'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FTHE%2BSECRET%2FLee%2BChild%2Band%2BAndrew%2BChild%2F9780593452806'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9780593452806'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9780593452806?aff=NYT'}]",nyt://book/11b21dae-0b03-5613-be87-9c5bed36b1da,Audio Fiction
10,11,0,0,0,0,1705070248,9781705070246,Recorded Books,"Three generations of a family living on South India’s Malabar Coast suffer the loss of a family member by drowning. Read by the author. 31 hours, 16 minutes unabridged.",0.0,THE COVENANT OF WATER,Abraham Verghese,by Abraham Verghese,,https://storage.googleapis.com/du-prd/books/images/9780802162175.jpg,320,500,https://www.amazon.com/dp/0802162177?tag=NYTBSREV-20,,,,,,"[{'isbn10': '0802162177', 'isbn13': '9780802162175'}, {'isbn10': '1705070248', 'isbn13': '9781705070246'}, {'isbn10': '1705070221', 'isbn13': '9781705070222'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/0802162177?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781705070246?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781705070246'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FTHE%2BCOVENANT%2BOF%2BWATER%2FAbraham%2BVerghese%2F9781705070246'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9781705070246'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9781705070246?aff=NYT'}]",nyt://book/5fffb595-5d46-51f5-a683-449ac9645e64,Audio Fiction
11,12,0,0,0,0,0593684125,9780593684122,Penguin Audio,"Secrets held by the residents of a dilapidated neighborhood come to life when a skeleton is found at the bottom of a well. Read by Dominic Hoffman. 12 hours, 22 minutes unabridged.",0.0,THE HEAVEN & EARTH GROCERY STORE,James McBride,by James McBride,,https://storage.googleapis.com/du-prd/books/images/9780593422946.jpg,331,500,https://www.amazon.com/dp/0593422945?tag=NYTBSREV-20,,,,,,"[{'isbn10': '0593422945', 'isbn13': '9780593422946'}, {'isbn10': '0593422961', 'isbn13': '9780593422960'}, {'isbn10': '0593684125', 'isbn13': '9780593684122'}, {'isbn10': '0593684141', 'isbn13': '9780593684146'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/0593422945?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780593684122?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780593684122'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FTHE%2BHEAVEN%2B%2526%2BEARTH%2BGROCERY%2BSTORE%2FJames%2BMcBride%2F9780593684122'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9780593684122'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9780593684122?aff=NYT'}]",nyt://book/898f32b7-e520-575b-849b-0d9863836d6d,Audio Fiction
12,13,0,0,0,0,0593607481,9780593607480,Random House Audio,"In a sequel to “The Firm,” Mitch McDeere, who is now a partner at the world’s largest law firm, gets caught up in a sinister plot. Read by Edoardo Ballerini. 9 hours, 2 minutes unabridged.",0.0,THE EXCHANGE,John Grisham,by John Grisham,,https://storage.googleapis.com/du-prd/books/images/9780385548953.jpg,329,500,https://www.amazon.com/dp/0385548958?tag=NYTBSREV-20,,,,,,"[{'isbn10': '0385548958', 'isbn13': '9780385548953'}, {'isbn10': '0385548966', 'isbn13': '9780385548960'}, {'isbn10': '0593607481', 'isbn13': '9780593607480'}, {'isbn10': '0385548974', 'isbn13': '9780385548977'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/0385548958?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780593607480?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780593607480'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FTHE%2BEXCHANGE%2FJohn%2BGrisham%2F9780593607480'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9780593607480'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9780593607480?aff=NYT'}]",nyt://book/c4438e37-0243-5ffc-a0f0-bd24957d5bd0,Audio Fiction
13,14,0,0,0,0,,9780063252004,HarperAudio,"Winner of a 2023 Pulitzer Prize for fiction. A reimagining of Charles Dickens’s “David Copperfield” set in the mountains of southern Appalachia. Read by Charlie Thurston. 21 hours, 3 minutes unabridged.",0.0,DEMON COPPERHEAD,Barbara Kingsolver,by Barbara Kingsolver,,https://storage.googleapis.com/du-prd/books/images/9780063251922.jpg,329,500,https://www.amazon.com/dp/0063251922?tag=NYTBSREV-20,,,,,,"[{'isbn10': '0063251922', 'isbn13': '9780063251922'}, {'isbn10': '006325199X', 'isbn13': '9780063251991'}, {'isbn10': '0063251981', 'isbn13': '9780063251984'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/0063251922?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780063252004?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780063252004'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FDEMON%2BCOPPERHEAD%2FBarbara%2BKingsolver%2F9780063252004'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9780063252004'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9780063252004?aff=NYT'}]",nyt://book/967e65c2-3fb5-5bca-b194-231600bef6f5,Audio Fiction
14,15,0,0,0,0,,9798890594082,Recorded Books,"Things go awry when Bast accepts a gift. Read by Nick Podehl and the author. 4 hours, 15 minutes unabridged.",0.0,THE NARROW ROAD BETWEEN DESIRES,Patrick Rothfuss,by Patrick Rothfuss,,https://storage.googleapis.com/du-prd/books/images/9780756419172.jpg,352,500,https://www.amazon.com/dp/0756419174?tag=NYTBSREV-20,,,,,,"[{'isbn10': '0756419174', 'isbn13': '9780756419172'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/0756419174?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': ''}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9798890594082'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fsearch%3Fquery%3DTHE%2BNARROW%2BROAD%2BBETWEEN%2BDESIRES%2BPatrick%2BRothfuss'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/books?affiliate=3546&keywords=THE+NARROW+ROAD+BETWEEN+DESIRES'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/search/book?keys=THE+NARROW+ROAD+BETWEEN+DESIRES+Patrick+Rothfuss&aff=NYT'}]",nyt://book/d2f5918b-7fbd-5c56-a8cb-d5b0c82cf5d0,Audio Fiction
0,1,0,0,0,0,,9781797159515,Simon & Schuster Audio,"The Grammy Award-winning pop star details her personal and professional experiences, including the years she spent under a conservatorship overseen by her father. Read by Michelle Williams. 5 hours, 31 minutes unabridged.",0.0,THE WOMAN IN ME,Britney Spears,by Britney Spears,,https://storage.googleapis.com/du-prd/books/images/9781668009048.jpg,323,500,https://www.amazon.com/dp/1668009048?tag=NYTBSREV-20,,,,,,"[{'isbn10': '1668009048', 'isbn13': '9781668009048'}, {'isbn10': '1668009064', 'isbn13': '9781668009062'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/1668009048?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781797159515?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781797159515'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FTHE%2BWOMAN%2BIN%2BME%2FBritney%2BSpears%2F9781797159515'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9781797159515'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9781797159515?aff=NYT'}]",nyt://book/ed7cd583-c225-5d06-a8bd-6709f2609f5c,Audio Nonfiction
1,2,0,0,0,0,,9781250867070,Macmillan Audio,"The actor, known for playing Chandler Bing on “Friends,” shares stories from his childhood and his struggles with sobriety. Read by the author. 8 hours, 49 minutes unabridged.",0.0,"FRIENDS, LOVERS, AND THE BIG TERRIBLE THING",Matthew Perry,by Matthew Perry,,https://storage.googleapis.com/du-prd/books/images/9781250866448.jpg,329,500,https://www.amazon.com/dp/1250866448?tag=NYTBSREV-20,,,,,,"[{'isbn10': '1250866448', 'isbn13': '9781250866448'}, {'isbn10': '1250866464', 'isbn13': '9781250866462'}, {'isbn10': '1250867061', 'isbn13': '9781250867063'}, {'isbn10': '1250866456', 'isbn13': '9781250866455'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/1250866448?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781250867070?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781250867070'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FFRIENDS%252C%2BLOVERS%252C%2BAND%2BTHE%2BBIG%2BTERRIBLE%2BTHING%2FMatthew%2BPerry%2F9781250867070'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9781250867070'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9781250867070?aff=NYT'}]",nyt://book/c43d2ced-b095-52a1-b357-d3225277a959,Audio Nonfiction
2,3,0,0,0,0,0593788443,9780593788448,Penguin Audio,"The EGOT winner chronicles her journey in show business and reveals details about some of her personal relationships. Read by the author. 48 hours, 15 minutes unabridged.",0.0,MY NAME IS BARBRA,Barbra Streisand,by Barbra Streisand,,https://storage.googleapis.com/du-prd/books/images/9780525429524.jpg,329,500,https://www.amazon.com/dp/0525429522?tag=NYTBSREV-20,,,,,,"[{'isbn10': '0525429522', 'isbn13': '9780525429524'}, {'isbn10': '0698405250', 'isbn13': '9780698405257'}, {'isbn10': '0593788443', 'isbn13': '9780593788448'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/0525429522?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780593788448?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780593788448'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FMY%2BNAME%2BIS%2BBARBRA%2FBarbra%2BStreisand%2F9780593788448'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9780593788448'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9780593788448?aff=NYT'}]",nyt://book/a74be038-faa1-5ad1-87ca-615c6516dc92,Audio Nonfiction
3,4,0,0,0,0,,9780307747457,Random House Audio,"The story of a murder spree in 1920s Oklahoma that targeted Osage Indians, whose lands contained oil. The fledgling F.B.I. intervened, ineffectively. Read by Will Patton, Ann Marie Lee and Danny Campbell. 9 hours, 45 minutes unabridged.",0.0,KILLERS OF THE FLOWER MOON,David Grann,by David Grann,,https://storage.googleapis.com/du-prd/books/images/9780385534246.jpg,326,495,https://www.amazon.com/Killers-Flower-Moon-Osage-Murders/dp/0385534248?tag=NYTBSREV-20,,https://www.nytimes.com/2017/04/28/books/review/killers-of-the-flower-moon-david-grann.html,,,,"[{'isbn10': '0385534248', 'isbn13': '9780385534246'}, {'isbn10': '0385534256', 'isbn13': '9780385534253'}, {'isbn10': '1524755931', 'isbn13': '9781524755935'}, {'isbn10': '0307742482', 'isbn13': '9780307742483'}, {'isbn10': '1471166554', 'isbn13': '9781471166556'}, {'isbn10': '1984883860', 'isbn13': '9781984883865'}, {'isbn10': '0857209043', 'isbn13': '9780857209047'}, {'isbn10': '0593470834', 'isbn13': '9780593470831'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/Killers-Flower-Moon-Osage-Murders/dp/0385534248?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780307747457?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780307747457'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FKILLERS%2BOF%2BTHE%2BFLOWER%2BMOON%2FDavid%2BGrann%2F9780307747457'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9780307747457'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9780307747457?aff=NYT'}]",nyt://book/a533ac8d-8de2-5e6d-9a94-be750dfcb50b,Audio Nonfiction
4,5,0,0,0,0,0593788672,9780593788677,Random House Audio,"The MSNBC host and co-author of “Bag Man” details a campaign to overthrow the U.S. government and install authoritarian rule prior to and during our involvement in World War II. Read by the author. 13 hours, 10 minutes unabridged.",0.0,PREQUEL,Rachel Maddow,by Rachel Maddow,,https://storage.googleapis.com/du-prd/books/images/9780593444511.jpg,329,500,https://www.amazon.com/dp/0593444515?tag=NYTBSREV-20,,,,,,"[{'isbn10': '0593444515', 'isbn13': '9780593444511'}, {'isbn10': '0593444523', 'isbn13': '9780593444528'}, {'isbn10': '0593788672', 'isbn13': '9780593788677'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/0593444515?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780593788677?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780593788677'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FPREQUEL%2FRachel%2BMaddow%2F9780593788677'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9780593788677'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9780593788677?aff=NYT'}]",nyt://book/318fdb3b-1225-5af2-bb8d-06d07bdbe7d5,Audio Nonfiction
5,6,0,0,0,0,,9781797162263,Simon & Schuster Audio,"The author of “The Code Breaker” traces Musk’s life and summarizes his work on electric vehicles, private space exploration and artificial intelligence. Read by Jeremy Bobb. 20 hours, 27 minutes unabridged.",0.0,ELON MUSK,Walter Isaacson,by Walter Isaacson,,https://storage.googleapis.com/du-prd/books/images/9781982181284.jpg,327,500,https://www.amazon.com/dp/1982181281?tag=NYTBSREV-20,,,,,,"[{'isbn10': '1982181281', 'isbn13': '9781982181284'}, {'isbn10': '1982181303', 'isbn13': '9781982181307'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/1982181281?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781797162263?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781797162263'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FELON%2BMUSK%2FWalter%2BIsaacson%2F9781797162263'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9781797162263'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9781797162263?aff=NYT'}]",nyt://book/55a0a562-5239-5049-9b74-9e82e97d39bf,Audio Nonfiction
6,7,0,0,0,0,,9780593664445,Random House Audio,"A look at recent scientific research on aging and longevity. Read by Peter Attia. 17 hours, 8 minutes unabridged.",0.0,OUTLIVE,Peter Attia with Bill Gifford,by Peter Attia with Bill Gifford,,https://storage.googleapis.com/du-prd/books/images/9780593236598.jpg,385,500,https://www.amazon.com/dp/0593236599?tag=NYTBSREV-20,,,,,,"[{'isbn10': '0593236599', 'isbn13': '9780593236598'}, {'isbn10': '0593236602', 'isbn13': '9780593236604'}, {'isbn10': '0593664442', 'isbn13': '9780593664445'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/0593236599?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780593664445?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780593664445'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FOUTLIVE%2FPeter%2BAttia%2Bwith%2BBill%2BGifford%2F9780593664445'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9780593664445'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9780593664445?aff=NYT'}]",nyt://book/e093216d-a3f3-5b3b-8bee-fea6808cabb8,Audio Nonfiction
7,8,0,0,0,0,,9780593294185,Random House Audio,"The Academy Award-winning actor shares snippets from the diaries he kept over 35 years. Read by the author. 6 hours, 42 minutes unabridged.",0.0,GREENLIGHTS,Matthew McConaughey,by Matthew McConaughey,,https://storage.googleapis.com/du-prd/books/images/9780593139134.jpg,392,500,https://www.amazon.com/dp/0593139135?tag=NYTBSREV-20,,,,,,"[{'isbn10': '0593139135', 'isbn13': '9780593139134'}, {'isbn10': '0593416953', 'isbn13': '9780593416952'}, {'isbn10': '0593235479', 'isbn13': '9780593235478'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/0593139135?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780593294185?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780593294185'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FGREENLIGHTS%2FMatthew%2BMcConaughey%2F9780593294185'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9780593294185'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9780593294185?aff=NYT'}]",nyt://book/cdd69a90-455d-5194-8060-86c0df2ea509,Audio Nonfiction
8,9,0,0,0,0,,9780593412701,Penguin Audio,"How trauma affects the body and mind, and innovative treatments for recovery. Read by Sean Pratt. 16 hours, 17 minutes unabridged. ",0.0,THE BODY KEEPS THE SCORE,Bessel van der Kolk,by Bessel van der Kolk,,https://storage.googleapis.com/du-prd/books/images/9780670785933.jpg,128,193,http://www.amazon.com/The-Body-Keeps-Score-Healing/dp/0670785938?tag=NYTBSREV-20,,https://www.nytimes.com/2018/10/18/books/review/how-to-rewire-your-traumatized-brain.html,,,,"[{'isbn10': '0670785938', 'isbn13': '9780670785933'}, {'isbn10': '0143127748', 'isbn13': '9780143127741'}, {'isbn10': '1469092352', 'isbn13': '9781469092355'}]","[{'name': 'Amazon', 'url': 'http://www.amazon.com/The-Body-Keeps-Score-Healing/dp/0670785938?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780593412701?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780593412701'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FTHE%2BBODY%2BKEEPS%2BTHE%2BSCORE%2FBessel%2Bvan%2Bder%2BKolk%2F9780593412701'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9780593412701'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9780593412701?aff=NYT'}]",nyt://book/fd440b07-1767-5b93-98a2-44dc366d4505,Audio Nonfiction
